"VIN","FirstSeen"
"4T1F31AK9NU25C093","06/29/2022"
"4T1F31AK0NU25C127","06/29/2022"
"4T1F31AK2NU25C131","06/29/2022"
"4T1F31AK3NU25C137","06/29/2022"
"4T1F31AK4NU25C146","06/29/2022"
"4T1F31AK0NU25C189","06/29/2022"
"4T1F31AK4NU25C194","06/29/2022"
"4T1F31AK5NU25C205","06/29/2022"
"4T1F31AK4NU25C227","06/29/2022"
"4T1F31AK1NU25C251","06/29/2022"
"4T1F31AK6NU25C259","06/29/2022"
"4T1F31AK4NU25C261","06/29/2022"
"4T1F31AK9NU25C272","06/29/2022"
"4T1F31AK4NU25C292","06/29/2022"
"4T1F31AK2NU25C310","06/29/2022"
"4T1F31AK5NU25C317","06/29/2022"
"4T1F31AK7NU25C318","06/29/2022"
"4T1F31AK9NU25C336","06/29/2022"
"4T1F31AKXNU25C345","06/29/2022"
"4T1F31AK3NU25C414","06/29/2022"
"4T1F31AK9NU25C417","06/29/2022"
"4T1F31AK2NU25C419","06/29/2022"
"4T1F31AK8NU25C425","06/29/2022"
"4T1F31AK0NU25C435","06/29/2022"
"4T1F31AK7NU25C447","06/29/2022"
"4T1F31AKXNU25C460","06/29/2022"
"4T1F31AK1NU25C475","06/29/2022"
"4T1F31AK2NU25C484","06/29/2022"
"4T1F31AK4NU25C485","06/29/2022"
"4T1F31AKXNU25C488","06/29/2022"
"4T1F31AK0NU25C502","06/29/2022"
"4T1F31AKXNU25C510","06/29/2022"
"4T1F31AK3NU25C512","06/29/2022"
"4T1F31AK1NU25C556","06/29/2022"
"4T1F31AK8NU25C568","06/29/2022"
"4T1F31AK8NU25C585","06/29/2022"
"4T1F31AK7NU25C643","06/29/2022"
"4T1F31AK4NU25C650","06/29/2022"
"4T1F31AK7NU25C660","06/29/2022"
"4T1F31AK1NU25C668","06/29/2022"
"4T1F31AK2NU25C680","06/29/2022"
"4T1F31AKXNU25C684","06/29/2022"
"4T1F31AK3NU25C705","06/29/2022"
"4T1F31AK9NU25C708","06/29/2022"
"4T1F31AK0NU25C709","06/29/2022"
"4T1F31AK6NU25C715","06/29/2022"
"4T1F31AK6NU25C746","06/29/2022"
"4T1F31AK1NU25C752","06/29/2022"
"4T1F31AK8NU25E045","06/29/2022"
"4T1F31AK5NU25E066","06/29/2022"
"4T1F31AK2NU25E073","06/29/2022"
"4T1F31AK2NU25E087","06/29/2022"
"4T1F31AK8NU25E093","06/29/2022"
"4T1F31AK5NU25E097","06/29/2022"
"4T1F31AK9NU25E099","06/29/2022"
"4T1F31AK1NU25E128","06/29/2022"
"4T1F31AK1NU25E131","06/29/2022"
"4T1F31AK5NU25E147","06/29/2022"
"4T1F31AK0NU25E184","06/29/2022"
"4T1F31AK3NU25E194","06/29/2022"
"4T1F31AK4NU25E236","06/29/2022"
"4T1F31AKXNU25E239","06/29/2022"
"4T1F31AK5NU25E245","06/29/2022"
"4T1F31AK4NU25E270","06/29/2022"
"4T1F31AK4NU25E284","06/29/2022"
"4T1F31AK5NU25E309","06/29/2022"
"4T1F31AK6NU25E318","06/29/2022"
"4T1F31AK0NU25E332","06/29/2022"
"4T1F31AK6NU25E335","06/29/2022"
"4T1F31AK5NU25E360","06/29/2022"
"4T1F31AK9NU25E362","06/29/2022"
"4T1F31AK4NU25E365","06/29/2022"
"4T1F31AK2NU25E381","06/29/2022"
"4T1F31AK3NU25E406","06/29/2022"
"4T1F31AK7NU25E408","06/29/2022"
"4T1F31AK9NU25E409","06/29/2022"
"4T1F31AK8NU25E417","06/29/2022"
"4T1F31AK1NU25F022","06/29/2022"
"4T1F31AK9NU25F060","06/29/2022"
"4T1F31AK9NU25F088","06/29/2022"
"4T1F31AK8NU25F096","06/29/2022"
"4T1F31AK5NU25F105","06/29/2022"
"4T1F31AK0NU25F108","06/29/2022"
"4T1F31AK0NU25F111","06/29/2022"
"4T1F31AK4NU25F113","06/29/2022"
"4T1F31AK0NU25F142","06/29/2022"
"4T1F31AK2NU25F157","06/29/2022"
"4T1F31AK2NU25F160","06/29/2022"
"4T1F31AK3NU25F166","06/29/2022"
"4T1F31AK1NU25F179","06/29/2022"
"4T1F31AK1NU25F182","06/29/2022"
"4T1F31AK2NU25F188","06/29/2022"
"4T1F31AK3NU25F202","06/29/2022"
"4T1F31AK7NU25F249","06/29/2022"
"4T1F31AK8NU25F261","06/29/2022"
"4T1F31AK6NU25F291","06/29/2022"
"4T1F31AK4NU25F306","06/29/2022"
"4T1F31AK6NU25F307","06/29/2022"
"4T1F31AK3NU25F331","06/29/2022"
"4T1F31AK9NU25F348","06/29/2022"
"4T1F31AK1NU25F358","06/29/2022"
"4T1F31AKXNU25F360","06/29/2022"
"4T1F31AK5NU25F363","06/29/2022"
"4T1F31AK6NU25F369","06/29/2022"
"4T1F31AK3NU25F376","06/29/2022"
"4T1F31AK5NU25F380","06/29/2022"
"4T1F31AK9NU25F401","06/29/2022"
"4T1F31AK0NU25F402","06/29/2022"
"4T1F31AK5NU25F427","06/29/2022"
"4T1F31AK4NU26A649","06/29/2022"
"4T1F31AK6NU26A670","06/29/2022"
"4T1F31AK5NU26A675","06/29/2022"
"4T1F31AK9NU26A677","06/29/2022"
"4T1F31AK0NU26A678","06/29/2022"
"4T1F31AK2NU26A679","06/29/2022"
"4T1F31AK3NU26A688","06/29/2022"
"4T1F31AK3NU26A707","06/29/2022"
"4T1F31AK6NU26A751","06/29/2022"
"4T1F31AK3NU26A755","06/29/2022"
"4T1F31AK8NU26A766","06/29/2022"
"4T1F31AK7NU26A774","06/29/2022"
"4T1F31AK6NU26A782","06/29/2022"
"4T1F31AK5NU26A787","06/29/2022"
"4T1F31AK1NU26A804","06/29/2022"
"4T1F31AK2NU26A813","06/29/2022"
"4T1F31AK8NU26A816","06/29/2022"
"4T1F31AKXNU26A817","06/29/2022"
"4T1F31AK4NU26A828","06/29/2022"
"4T1F31AK6NU26A846","06/29/2022"
"4T1F31AK8NU26A864","06/29/2022"
"4T1F31AKXNU26A882","06/29/2022"
"4T1F31AK3NU26A920","06/29/2022"
"4T1F31AK4NU26A943","06/29/2022"
"4T1F31AK1NU26A950","06/29/2022"
"4T1F31AK2NU26A956","06/29/2022"
"4T1F31AK9NU26A968","06/29/2022"
"4T1F31AK3NU26A979","06/29/2022"
"4T1F31AK1NU26A981","06/29/2022"
"4T1F31AK6NU26B009","06/29/2022"
"4T1F31AK6NU26B477","06/29/2022"
"4T1F31AK2NU26B489","06/29/2022"
"4T1F31AK0NU26B507","06/29/2022"
"4T1F31AK2NU26B508","06/29/2022"
"4T1F31AK0NU26B510","06/29/2022"
"4T1F31AKXNU26B529","06/29/2022"
"4T1F31AK3NU26B548","06/29/2022"
"4T1F31AK0NU26B555","06/29/2022"
"4T1F31AK4NU26B557","06/29/2022"
"4T1F31AK8NU26B559","06/29/2022"
"4T1F31AK7NU26B567","06/29/2022"
"4T1F31AK9NU26B568","06/29/2022"
"4T1F31AKXNU26B577","06/29/2022"
"4T1F31AK6NU26B608","06/29/2022"
"4T1F31AK8NU26B626","06/29/2022"
"4T1F31AK0NU26B636","06/29/2022"
"4T1F31AKXNU26B644","06/29/2022"
"4T1F31AK1NU26B645","06/29/2022"
"4T1F31AK3NU26B646","06/29/2022"
"4T1F31AK4NU26B655","06/29/2022"
"4T1F31AKXNU26B661","06/29/2022"
"4T1F31AK0NU26B698","06/29/2022"
"4T1F31AK8NU26B710","06/29/2022"
"4T1F31AK5NU26B714","06/29/2022"
"4T1F31AKXNU26B725","06/29/2022"
"4T1F31AKXNU26B739","06/29/2022"
"4T1F31AK8NU26B769","06/29/2022"
"4T1F31AK0NU26B796","06/29/2022"
"4T1F31AK2NU26B816","06/29/2022"
"4T1F31AK6NU26B835","06/29/2022"
"4T1F31AK6NU26B849","06/29/2022"
"4T1F31AK2NU26B850","06/29/2022"
"4T1F31AK0NU26B863","06/29/2022"
"4T1F31AK5NU26B874","06/29/2022"
"4T1F31AK1NU26C844","06/29/2022"
"4T1F31AK1NU26C861","06/29/2022"
"4T1F31AK8NU26C873","06/29/2022"
"4T1F31AK7NU26C881","06/29/2022"
"4T1F31AK2NU26C898","06/29/2022"
"4T1F31AKXNU26C910","06/29/2022"
"4T1F31AK0NU26C916","06/29/2022"
"4T1F31AKXNU26C924","06/29/2022"
"4T1F31AK5NU26C927","06/29/2022"
"4T1F31AK9NU26C963","06/29/2022"
"4T1F31AK1NU26C973","06/29/2022"
"4T1F31AK7NU26C976","06/29/2022"
"4T1F31AK3NU26C991","06/29/2022"
"4T1F31AKXNU26D023","06/29/2022"
"4T1F31AK4NU26D034","06/29/2022"
"4T1F31AK4NU26D048","06/29/2022"
"4T1F31AK4NU26D065","06/29/2022"
"4T1F31AK0NU26D077","06/29/2022"
"4T1F31AK4NU26D079","06/29/2022"
"4T1F31AK7NU26D108","06/29/2022"
"4T1F31AK4NU26D132","06/29/2022"
"4T1F31AK4NU26D163","06/29/2022"
"4T1F31AK9NU26D174","06/29/2022"
"4T1F31AK9NU26D188","06/29/2022"
"4T1F31AKXNU26D197","06/29/2022"
"4T1F31AK9NU26D224","06/29/2022"
"4T1F31AK6NU26D228","06/29/2022"
"4T1F31AK7NU26D240","06/29/2022"
"4T1F31AK9NU26D241","06/29/2022"
"4T1F31AKXNU26D247","06/29/2022"
"4T1F31AK9NU26D255","06/29/2022"
"4T1F31AK0NU26D256","06/29/2022"
"4T1F31AK2NU26D260","06/29/2022"
"4T1F31AK9NU26D854","06/29/2022"
"4T1F31AK6NU26D889","06/29/2022"
"4T1F31AK6NU26D892","06/29/2022"
"4T1F31AK3NU26D915","06/29/2022"
"4T1F31AK8NU26D926","06/29/2022"
"4T1F31AK3NU26D929","06/29/2022"
"4T1F31AK0NU26D936","06/29/2022"
"4T1F31AK4NU26D941","06/29/2022"
"4T1F31AK3NU26D946","06/29/2022"
"4T1F31AK7NU26D951","06/29/2022"
"4T1F31AK6NU26D956","06/29/2022"
"4T1F31AK8NU26D960","06/29/2022"
"4T1F31AK6NU26D973","06/29/2022"
"4T1F31AK8NU26D974","06/29/2022"
"4T1F31AK9NU26D983","06/29/2022"
"4T1F31AK1NU26D993","06/29/2022"
"4T1F31AK7NU26E002","06/29/2022"
"4T1F31AKXNU26E012","06/29/2022"
"4T1F31AK1NU26E013","06/29/2022"
"4T1F31AK0NU26E021","06/29/2022"
"4T1F31AK2NU26E022","06/29/2022"
"4T1F31AK8NU26E025","06/29/2022"
"4T1F31AK2NU26E067","06/29/2022"
"4T1F31AK7NU26E081","06/29/2022"
"4T1F31AK2NU26E084","06/29/2022"
"4T1F31AKXNU26E088","06/29/2022"
"4T1F31AK8NU26E140","06/29/2022"
"4T1F31AK8NU26E168","06/29/2022"
"4T1F31AK1NU26E173","06/29/2022"
"4T1F31AK5NU26E189","06/29/2022"
"4T1F31AK6NU26E220","06/29/2022"
"4T1F31AK2NU26E232","06/29/2022"
"4T1F31AK4NU26F222","06/29/2022"
"4T1F31AK7NU26F229","06/29/2022"
"4T1F31AK9NU26F247","06/29/2022"
"4T1F31AK0NU26F251","06/29/2022"
"4T1F31AKXNU26F256","06/29/2022"
"4T1F31AK2NU26F266","06/29/2022"
"4T1F31AK8NU26F269","06/29/2022"
"4T1F31AK1NU26F288","06/29/2022"
"4T1F31AK2NU26F302","06/29/2022"
"4T1F31AK1NU26F307","06/29/2022"
"4T1F31AK3NU26F325","06/29/2022"
"4T1F31AK7NU26F344","06/29/2022"
"4T1F31AK6NU26F383","06/29/2022"
"4T1F31AK4NU26F396","06/29/2022"
"4T1F31AKXNU26F399","06/29/2022"
"4T1F31AK1NU26F405","06/29/2022"
"4T1F31AK7NU26F411","06/29/2022"
"4T1F31AK0NU26F413","06/29/2022"
"4T1F31AK1NU26F419","06/29/2022"
"4T1F31AK7NU26F442","06/29/2022"
"4T1F31AK2NU26F445","06/29/2022"
"4T1F31AK7NU26F456","06/29/2022"
"4T1F31AK6NU26F464","06/29/2022"
"4T1F31AK8NU26F482","06/29/2022"
"4T1F31AK0NU26F492","06/29/2022"
"4T1F31AK1NU26F517","06/29/2022"
"4T1F31AK3NU26F521","06/29/2022"
"4T1F31AK5NU26F570","06/29/2022"
"4T1F31AK3NU26F583","06/29/2022"
"4T1F31AK2NU26F588","06/29/2022"
"4T1F31AK4NU26F589","06/29/2022"
