"VIN","FirstSeen"
"4T1K31AK7NU25C642","06/29/2022"
"4T1K31AK9NU25C674","06/29/2022"
"4T1K31AK9NU25C688","06/29/2022"
"4T1K31AK3NU25C699","06/29/2022"
"4T1K31AK5NU25C901","06/29/2022"
"4T1K31AK6NU25D927","06/29/2022"
"4T1K31AK1NU25E144","06/29/2022"
"4T1K31AK4NU25E185","06/29/2022"
"4T1K31AK0NU25E197","06/29/2022"
"4T1K31AKXNU25E207","06/29/2022"
"4T1K31AK4NU25E221","06/29/2022"
"4T1K31AK2NU25E234","06/29/2022"
"4T1K31AK9NU25E246","06/29/2022"
"4T1K31AK2NU25E315","06/29/2022"
"4T1K31AKXNU25E398","06/29/2022"
"4T1K31AK3NU25F103","06/29/2022"
"4T1K31AK6NU25F127","06/29/2022"
"4T1K31AK1NU25F150","06/29/2022"
"4T1K31AK2NU25F206","06/29/2022"
"4T1K31AK8NU25F209","06/29/2022"
"4T1K31AK3NU25F215","06/29/2022"
"4T1K31AK1NU25F231","06/29/2022"
"4T1K31AK5NU25F300","06/29/2022"
"4T1K31AK1NU25F374","06/29/2022"
"4T1K31AK3NU25F540","06/29/2022"
"4T1K31AK0NU26A484","06/29/2022"
"4T1K31AK2NU26A485","06/29/2022"
"4T1K31AK4NU26A651","06/29/2022"
"4T1K31AKXNU26A704","06/29/2022"
"4T1K31AK7NU26A711","06/29/2022"
"4T1K31AK1NU26A798","06/29/2022"
"4T1K31AKXNU26A802","06/29/2022"
"4T1K31AK0NU26A873","06/29/2022"
"4T1K31AK5NU26A934","06/29/2022"
"4T1K31AK8NU26B589","06/29/2022"
"4T1K31AK5NU26B663","06/29/2022"
"4T1K31AK7NU26B678","06/29/2022"
"4T1K31AK9NU26B696","06/29/2022"
"4T1K31AK7NU26B700","06/29/2022"
"4T1K31AK2NU26B751","06/29/2022"
"4T1K31AK5NU26C716","06/29/2022"
"4T1K31AK9NU26C962","06/29/2022"
"4T1K31AK5NU26D039","06/29/2022"
"4T1K31AKXNU26D120","06/29/2022"
"4T1K31AK7NU26D124","06/29/2022"
"4T1K31AK7NU26D186","06/29/2022"
"4T1K31AK5NU26D235","06/29/2022"
"4T1K31AK1NU26D927","06/29/2022"
"4T1K31AK7NU26E094","06/29/2022"
"4T1K31AK8NU26E119","06/29/2022"
"4T1K31AK9NU26E145","06/29/2022"
"4T1K31AKXNU26E221","06/29/2022"
"4T1K31AK5NU26E241","06/29/2022"
"4T1K31AK1NU26E379","06/29/2022"
"4T1K31AKXNU26E381","06/29/2022"
"4T1K31AK4NU26F252","06/29/2022"
"4T1K31AK7NU26F259","06/29/2022"
"4T1K31AK3NU26F260","06/29/2022"
"4T1K31AK0NU26F264","06/29/2022"
"4T1K31AK9NU26F439","06/29/2022"
"4T1K31AK6NU26F480","06/29/2022"
"4T1K31AK8NU26F514","06/29/2022"
"4T1K31AK5NU26F566","06/29/2022"
"4T1K31AKXNU26F577","06/29/2022"
