"VIN","FirstSeen"
"4T1K31AKXNU043777","06/29/2022"
"4T1K31AK1NU043778","06/29/2022"
"4T1K31AKXNU043780","06/29/2022"
"4T1K31AK1NU043781","06/29/2022"
"4T1K31AK2NU043790","06/29/2022"
"4T1K31AK3NU043796","06/29/2022"
"4T1K31AK3NU043801","06/29/2022"
"4T1K31AK5NU043802","06/29/2022"
"4T1K31AK4NU043810","06/29/2022"
"4T1K31AK3NU043815","06/29/2022"
"4T1K31AK5NU043816","06/29/2022"
"4T1K31AK9NU043818","06/29/2022"
"4T1K31AK0NU043822","06/29/2022"
"4T1K31AK1NU043831","06/29/2022"
"4T1K31AK0NU043836","06/29/2022"
"4T1K31AK4NU043838","06/29/2022"
"4T1K31AK6NU043839","06/29/2022"
"4T1K31AK4NU043841","06/29/2022"
"4T1K31AK8NU043843","06/29/2022"
"4T1K31AK3NU043846","06/29/2022"
"4T1K31AK5NU043847","06/29/2022"
"4T1K31AK9NU043849","06/29/2022"
"4T1K31AK5NU043850","06/29/2022"
"4T1K31AK2NU043854","06/29/2022"
"4T1K31AK4NU043855","06/29/2022"
"4T1K31AK0NU043867","06/29/2022"
"4T1K31AK2NU043868","06/29/2022"
"4T1K31AK0NU043870","06/29/2022"
"4T1K31AK3NU043877","06/29/2022"
"4T1K31AK5NU043878","06/29/2022"
"4T1K31AK5NU043881","06/29/2022"
"4T1K31AK6NU043887","06/29/2022"
"4T1K31AKXNU043892","06/29/2022"
"4T1K31AK1NU043893","06/29/2022"
"4T1K31AK3NU043894","06/29/2022"
"4T1K31AK7NU043896","06/29/2022"
"4T1K31AK2NU043899","06/29/2022"
"4T1K31AK5NU043900","06/29/2022"
"4T1K31AK9NU043902","06/29/2022"
"4T1K31AK6NU043906","06/29/2022"
"4T1K31AKXNU043908","06/29/2022"
"4T1K31AKXNU043911","06/29/2022"
"4T1K31AK1NU043912","06/29/2022"
"4T1K31AK5NU043914","06/29/2022"
"4T1K31AK0NU043917","06/29/2022"
"4T1K31AK2NU043918","06/29/2022"
"4T1K31AK0NU043920","06/29/2022"
"4T1K31AK2NU043921","06/29/2022"
"4T1K31AK8NU043924","06/29/2022"
"4T1K31AK2NU043935","06/29/2022"
"4T1K31AK4NU043936","06/29/2022"
"4T1K31AK8NU043938","06/29/2022"
"4T1K31AK8NU043941","06/29/2022"
"4T1K31AK5NU043945","06/29/2022"
"4T1K31AK9NU043947","06/29/2022"
"4T1K31AK9NU043950","06/29/2022"
"4T1K31AK0NU043951","06/29/2022"
"4T1K31AK2NU043952","06/29/2022"
"4T1K31AK4NU043953","06/29/2022"
"4T1K31AK1NU043957","06/29/2022"
"4T1K31AK7NU043963","06/29/2022"
"4T1K31AK8NU043969","06/29/2022"
"4T1K31AK8NU043972","06/29/2022"
"4T1K31AK5NU043976","06/29/2022"
"4T1K31AK0NU043979","06/29/2022"
"4T1K31AK9NU043981","06/29/2022"
"4T1K31AK0NU043982","06/29/2022"
"4T1K31AK2NU043983","06/29/2022"
"4T1K31AK6NU043985","06/29/2022"
"4T1K31AK3NU043992","06/29/2022"
"4T1K31AK5NU043993","06/29/2022"
"4T1K31AK7NU043994","06/29/2022"
"4T1K31AK0NU043996","06/29/2022"
"4T1K31AK2NU043997","06/29/2022"
"4T1K31AK7NU044000","06/29/2022"
"4T1K31AK9NU044001","06/29/2022"
"4T1K31AK4NU044004","06/29/2022"
"4T1K31AK1NU044008","06/29/2022"
"4T1K31AK5NU044013","06/29/2022"
"4T1K31AK9NU044015","06/29/2022"
"4T1K31AK2NU044017","06/29/2022"
"4T1K31AK6NU044019","06/29/2022"
"4T1K31AK1NU044025","06/29/2022"
"4T1K31AK8NU044037","06/29/2022"
"4T1K31AKXNU044041","06/29/2022"
"4T1K31AK4NU044049","06/29/2022"
"4T1K31AKXNU044055","06/29/2022"
"4T1K31AK1NU044056","06/29/2022"
"4T1K31AK3NU044057","06/29/2022"
"4T1K31AK5NU044058","06/29/2022"
"4T1K31AK7NU044062","06/29/2022"
"4T1K31AK2NU044065","06/29/2022"
"4T1K31AKXNU044069","06/29/2022"
"4T1K31AK2NU044079","06/29/2022"
"4T1K31AK9NU044080","06/29/2022"
"4T1K31AK2NU044082","06/29/2022"
"4T1K31AKXNU044086","06/29/2022"
"4T1K31AK1NU044087","06/29/2022"
"4T1K31AK7NU044093","06/29/2022"
"4T1K31AK9NU044094","06/29/2022"
"4T1K31AK2NU044096","06/29/2022"
"4T1K31AK6NU044098","06/29/2022"
"4T1K31AK8NU044104","06/29/2022"
"4T1K31AK5NU044108","06/29/2022"
"4T1K31AK7NU044109","06/29/2022"
"4T1K31AKXNU044119","06/29/2022"
"4T1K31AK8NU044121","06/29/2022"
"4T1K31AK7NU044126","06/29/2022"
"4T1K31AK9NU044127","06/29/2022"
"4T1K31AK9NU044130","06/29/2022"
"4T1K31AK4NU044133","06/29/2022"
"4T1K31AK6NU044134","06/29/2022"
"4T1K31AK8NU044135","06/29/2022"
"4T1K31AK3NU044138","06/29/2022"
"4T1K31AK7NU044143","06/29/2022"
"4T1K31AK2NU044146","06/29/2022"
"4T1K31AK8NU044149","06/29/2022"
"4T1K31AK3NU044155","06/29/2022"
"4T1K31AK9NU044158","06/29/2022"
"4T1K31AK0NU044159","06/29/2022"
"4T1K31AK2NU044163","06/29/2022"
"4T1K31AK4NU044164","06/29/2022"
"4T1K31AKXNU044167","06/29/2022"
"4T1K31AK3NU044169","06/29/2022"
"4T1K31AK5NU044173","06/29/2022"
"4T1K31AK2NU044180","06/29/2022"
"4T1K31AK1NU044185","06/29/2022"
"4T1K31AK7NU044191","06/29/2022"
"4T1K31AK6NU044196","06/29/2022"
"4T1K31AKXNU044198","06/29/2022"
"4T1K31AK1NU044204","06/29/2022"
"4T1K31AK3NU044205","06/29/2022"
"4T1K31AK7NU044207","06/29/2022"
"4T1K31AK7NU044210","06/29/2022"
"4T1K31AK9NU044211","06/29/2022"
"4T1K31AK3NU044219","06/29/2022"
"4T1K31AK3NU044222","06/29/2022"
"4T1K31AK5NU044223","06/29/2022"
"4T1K31AK0NU044226","06/29/2022"
"4T1K31AK6NU044229","06/29/2022"
"4T1K31AK9NU044239","06/29/2022"
"4T1K31AK0NU044243","06/29/2022"
"4T1K31AK1NU044249","06/29/2022"
"4T1K31AK5NU044254","06/29/2022"
"4T1K31AK2NU044258","06/29/2022"
"4T1K31AK0NU044260","06/29/2022"
"4T1K31AK2NU044261","06/29/2022"
"4T1K31AK1NU044266","06/29/2022"
"4T1K31AK7NU044269","06/29/2022"
"4T1K31AK5NU044271","06/29/2022"
"4T1K31AK7NU044272","06/29/2022"
"4T1K31AK9NU044273","06/29/2022"
"4T1K31AK4NU044276","06/29/2022"
"4T1K31AK6NU044277","06/29/2022"
"4T1K31AKXNU044279","06/29/2022"
"4T1K31AK7NU044286","06/29/2022"
"4T1K31AK9NU044287","06/29/2022"
"4T1K31AK0NU044288","06/29/2022"
"4T1K31AK9NU044290","06/29/2022"
"4T1K31AK4NU044293","06/29/2022"
"4T1K31AK8NU044295","06/29/2022"
"4T1K31AK1NU044302","06/29/2022"
"4T1K31AK7NU044305","06/29/2022"
"4T1K31AKXNU044315","06/29/2022"
"4T1K31AK3NU044320","06/29/2022"
"4T1K31AK7NU044322","06/29/2022"
"4T1K31AK9NU044323","06/29/2022"
"4T1K31AKXNU044329","06/29/2022"
"4T1K31AKXNU044332","06/29/2022"
"4T1K31AK1NU044333","06/29/2022"
"4T1K31AK0NU044341","06/29/2022"
"4T1K31AKXNU044346","06/29/2022"
"4T1K31AK5NU044349","06/29/2022"
"4T1K31AK1NU044350","06/29/2022"
"4T1K31AK7NU044353","06/29/2022"
"4T1K31AK6NU044358","06/29/2022"
"4T1K31AK4NU044360","06/29/2022"
"4T1K31AK6NU044361","06/29/2022"
"4T1K31AK1NU044364","06/29/2022"
"4T1K31AK3NU044365","06/29/2022"
"4T1K31AK9NU044368","06/29/2022"
"4T1K31AK0NU044372","06/29/2022"
"4T1K31AK2NU044373","06/29/2022"
"4T1K31AK6NU044375","06/29/2022"
"4T1K31AKXNU044380","06/29/2022"
"4T1K31AK1NU044381","06/29/2022"
"4T1K31AK3NU044382","06/29/2022"
"4T1K31AK4NU044388","06/29/2022"
"4T1K31AK2NU044390","06/29/2022"
"4T1K31AK4NU044391","06/29/2022"
"4T1K31AK7NU044403","06/29/2022"
"4T1K31AK0NU044405","06/29/2022"
"4T1K31AK4NU044407","06/29/2022"
"4T1K31AK4NU044410","06/29/2022"
"4T1K31AK6NU044411","06/29/2022"
"4T1K31AKXNU044413","06/29/2022"
"4T1K31AK1NU044414","06/29/2022"
"4T1K31AK5NU044416","06/29/2022"
"4T1K31AK9NU044418","06/29/2022"
"4T1K31AK0NU044422","06/29/2022"
"4T1K31AK8NU044426","06/29/2022"
"4T1K31AK3NU044429","06/29/2022"
"4T1K31AK3NU044432","06/29/2022"
"4T1K31AK2NU044437","06/29/2022"
"4T1K31AK2NU044440","06/29/2022"
"4T1K31AK4NU044441","06/29/2022"
"4T1K31AK6NU044442","06/30/2022"
"4T1K31AK5NU044447","06/30/2022"
"4T1K31AK5NU044450","06/30/2022"
"4T1K31AK9NU044452","06/30/2022"
"4T1K31AK0NU044453","06/30/2022"
"4T1K31AKXNU044461","06/30/2022"
"4T1K31AK2NU044471","06/30/2022"
"4T1K31AK8NU044474","06/30/2022"
"4T1K31AKXNU044475","06/30/2022"
"4T1K31AK5NU044478","06/30/2022"
"4T1K31AK3NU044480","06/30/2022"
"4T1K31AK7NU044482","06/30/2022"
"4T1K31AK4NU044486","06/30/2022"
"4T1K31AK3NU044494","06/30/2022"
"4T1K31AK2NU591885","06/29/2022"
"4T1K31AKXNU592539","06/29/2022"
"4T1K31AK5NU592657","06/29/2022"
"4T1K31AK7NU592689","06/29/2022"
"4T1K31AK0NU593053","06/29/2022"
"4T1K31AK8NU593107","06/29/2022"
"4T1K31AK8NU593110","06/29/2022"
"4T1K31AK8NU593141","06/29/2022"
"4T1K31AK8NU593236","06/29/2022"
"4T1K31AK7NU593258","06/29/2022"
"4T1K31AK4NU593282","06/29/2022"
"4T1K31AKXNU593528","06/29/2022"
"4T1K31AK9NU593651","06/29/2022"
"4T1K31AK2NU593667","06/29/2022"
"4T1K31AK1NU593806","06/29/2022"
"4T1K31AKXNU593822","06/29/2022"
"4T1K31AK0NU593831","06/29/2022"
"4T1K31AK0NU593862","06/29/2022"
"4T1K31AK2NU593877","06/29/2022"
"4T1K31AK9NU593942","06/29/2022"
"4T1K31AK7NU593969","06/29/2022"
"4T1K31AK6NU593994","06/29/2022"
"4T1K31AK5NU594067","06/29/2022"
"4T1K31AKXNU594095","06/29/2022"
"4T1K31AK8NU594211","06/29/2022"
"4T1K31AK1NU594227","06/29/2022"
"4T1K31AK5NU594229","06/29/2022"
"4T1K31AK9NU594234","06/29/2022"
"4T1K31AK3NU594245","06/29/2022"
"4T1K31AK1NU594289","06/29/2022"
"4T1K31AKXNU594307","06/29/2022"
"4T1K31AK3NU594343","06/29/2022"
"4T1K31AK4NU594349","06/29/2022"
"4T1K31AK6NU594370","06/29/2022"
"4T1K31AK9NU594413","06/29/2022"
"4T1K31AK9NU594458","06/29/2022"
"4T1K31AK1NU594521","06/29/2022"
"4T1K31AKXNU594534","06/29/2022"
"4T1K31AK3NU594536","06/29/2022"
"4T1K31AK9NU594556","06/29/2022"
"4T1K31AK8NU594600","06/29/2022"
"4T1K31AK5NU594604","06/29/2022"
"4T1K31AK2NU594608","06/29/2022"
"4T1K31AK6NU594627","06/29/2022"
"4T1K31AK6NU594644","06/29/2022"
"4T1K31AKXNU594694","06/29/2022"
"4T1K31AK9NU594704","06/29/2022"
"4T1K31AK0NU594705","06/29/2022"
"4T1K31AK6NU594711","06/29/2022"
"4T1K31AK9NU594718","06/29/2022"
"4T1K31AK4NU594738","06/29/2022"
"4T1K31AK6NU594756","06/29/2022"
"4T1K31AK4NU594772","06/29/2022"
"4T1K31AK9NU594783","06/29/2022"
"4T1K31AKXNU594789","06/29/2022"
"4T1K31AK5NU594795","06/29/2022"
"4T1K31AK9NU594802","06/29/2022"
"4T1K31AK4NU594805","06/29/2022"
"4T1K31AKXNU594811","06/29/2022"
"4T1K31AK6NU594837","06/29/2022"
"4T1K31AKXNU594839","06/29/2022"
"4T1K31AK0NU594851","06/29/2022"
"4T1K31AK3NU594892","06/29/2022"
"4T1K31AK1NU594907","06/29/2022"
"4T1K31AK9NU594914","06/29/2022"
"4T1K31AK7NU594927","06/29/2022"
"4T1K31AK7NU594930","06/29/2022"
"4T1K31AK4NU594934","06/29/2022"
"4T1K31AK2NU594947","06/29/2022"
"4T1K31AK7NU594961","06/29/2022"
"4T1K31AK2NU594964","06/29/2022"
"4T1K31AK4NU595002","06/29/2022"
"4T1K31AKXNU595005","06/29/2022"
"4T1K31AK5NU595008","06/29/2022"
"4T1K31AK1NU595037","06/29/2022"
"4T1K31AK0NU595062","06/29/2022"
"4T1K31AKXNU595070","06/29/2022"
"4T1K31AK9NU595075","06/29/2022"
"4T1K31AK4NU595081","06/29/2022"
"4T1K31AKXNU595084","06/29/2022"
"4T1K31AK1NU595085","06/29/2022"
"4T1K31AK8NU595116","06/29/2022"
"4T1K31AKXNU595120","06/29/2022"
"4T1K31AK4NU595162","06/29/2022"
"4T1K31AK2NU595175","06/29/2022"
"4T1K31AKXNU595182","06/29/2022"
"4T1K31AK3NU595184","06/29/2022"
"4T1K31AK0NU595188","06/29/2022"
"4T1K31AK1NU595202","06/29/2022"
"4T1K31AK3NU595203","06/29/2022"
"4T1K31AK6NU595213","06/29/2022"
"4T1K31AK9NU595223","06/29/2022"
"4T1K31AK4NU595226","06/29/2022"
"4T1K31AK6NU595227","06/29/2022"
"4T1K31AK0NU595238","06/29/2022"
"4T1K31AK1NU595250","06/29/2022"
"4T1K31AK7NU595253","06/29/2022"
"4T1K31AK9NU595268","06/29/2022"
"4T1K31AK6NU595289","06/29/2022"
"4T1K31AK0NU595305","06/29/2022"
"4T1K31AK9NU595318","06/29/2022"
"4T1K31AK9NU595321","06/29/2022"
"4T1K31AK8NU595326","06/29/2022"
"4T1K31AK0NU595336","06/29/2022"
"4T1K31AK7NU595351","06/29/2022"
"4T1K31AK4NU595355","06/29/2022"
"4T1K31AK2NU595368","06/29/2022"
"4T1K31AK7NU595379","06/29/2022"
"4T1K31AK5NU595381","06/29/2022"
"4T1K31AK4NU595386","06/29/2022"
"4T1K31AK6NU595387","06/29/2022"
"4T1K31AK1NU595393","06/29/2022"
"4T1K31AK3NU595394","06/29/2022"
"4T1K31AK5NU595400","06/29/2022"
"4T1K31AK0NU595403","06/29/2022"
"4T1K31AK4NU595405","06/29/2022"
"4T1K31AK8NU595407","06/29/2022"
"4T1K31AK2NU595421","06/29/2022"
"4T1K31AKXNU595456","06/29/2022"
"4T1K31AK3NU595458","06/29/2022"
"4T1K31AK8NU595472","06/29/2022"
"4T1K31AK4NU595484","06/29/2022"
"4T1K31AK3NU595492","06/29/2022"
"4T1K31AKXNU595506","06/29/2022"
"4T1K31AK1NU595507","06/29/2022"
"4T1K31AK3NU595508","06/29/2022"
"4T1K31AK5NU595512","06/29/2022"
"4T1K31AK3NU595525","06/29/2022"
"4T1K31AK1NU595569","06/29/2022"
"4T1K31AKXNU595585","06/29/2022"
"4T1K31AK2NU595600","06/29/2022"
"4T1K31AK7NU595608","06/29/2022"
"4T1K31AK5NU595638","06/29/2022"
"4T1K31AK3NU595640","06/29/2022"
"4T1K31AK9NU595643","06/29/2022"
"4T1K31AK8NU595648","06/29/2022"
"4T1K31AK3NU595654","06/29/2022"
"4T1K31AK9NU595660","06/29/2022"
"4T1K31AK4NU595663","06/29/2022"
"4T1K31AK3NU595668","06/29/2022"
"4T1K31AK1NU595670","06/29/2022"
"4T1K31AK0NU595675","06/29/2022"
"4T1K31AK8NU595682","06/29/2022"
"4T1K31AKXNU595683","06/29/2022"
"4T1K31AK0NU595689","06/29/2022"
"4T1K31AK1NU595698","06/29/2022"
"4T1K31AK3NU595704","06/29/2022"
"4T1K31AK0NU595739","06/29/2022"
"4T1K31AK9NU595741","06/29/2022"
"4T1K31AKXNU595750","06/29/2022"
"4T1K31AK1NU595751","06/29/2022"
"4T1K31AK9NU595755","06/29/2022"
"4T1K31AK5NU595767","06/29/2022"
"4T1K31AKXNU595778","06/29/2022"
"4T1K31AK0NU595787","06/29/2022"
"4T1K31AK2NU595791","06/29/2022"
"4T1K31AK2NU595807","06/29/2022"
"4T1K31AK1NU595815","06/29/2022"
"4T1K31AK4NU595825","06/29/2022"
"4T1K31AK4NU595839","06/29/2022"
"4T1K31AK1NU595846","06/29/2022"
"4T1K31AK5NU595848","06/29/2022"
"4T1K31AK5NU595851","06/29/2022"
"4T1K31AK6NU595857","06/29/2022"
"4T1K31AK3NU595864","06/29/2022"
"4T1K31AK8NU595889","06/29/2022"
"4T1K31AK7NU595897","06/29/2022"
"4T1K31AK4NU595906","06/29/2022"
"4T1K31AK9NU595920","06/29/2022"
"4T1K31AK1NU595927","06/29/2022"
"4T1K31AK3NU595928","06/29/2022"
"4T1K31AK3NU595931","06/29/2022"
"4T1K31AK4NU595940","06/29/2022"
"4T1K31AKXNU595943","06/29/2022"
"4T1K31AK0NU595949","06/29/2022"
"4T1K31AK2NU595953","06/29/2022"
"4T1K31AK4NU595954","06/29/2022"
"4T1K31AK1NU595958","06/29/2022"
"4T1K31AKXNU595960","06/29/2022"
"4T1K31AK3NU595962","06/29/2022"
"4T1K31AK6NU595969","06/29/2022"
"4T1K31AK6NU595972","06/29/2022"
"4T1K31AK1NU595975","06/29/2022"
"4T1K31AK7NU595981","06/29/2022"
"4T1K31AK2NU596018","06/29/2022"
"4T1K31AK7NU596029","06/29/2022"
"4T1K31AKXNU596039","06/29/2022"
"4T1K31AK2NU596052","06/29/2022"
"4T1K31AK6NU596054","06/29/2022"
"4T1K31AK3NU596061","06/29/2022"
"4T1K31AK0NU596065","06/29/2022"
"4T1K31AK2NU596066","06/29/2022"
"4T1K31AK6NU596071","06/29/2022"
"4T1K31AK3NU596075","06/29/2022"
"4T1K31AK7NU596077","06/29/2022"
"4T1K31AK2NU596083","06/29/2022"
"4T1K31AK6NU596118","06/29/2022"
"4T1K31AK7NU596127","06/29/2022"
"4T1K31AK3NU596156","06/29/2022"
"4T1K31AK5NU596160","06/29/2022"
"4T1K31AK4NU596165","06/29/2022"
"4T1K31AK6NU596166","06/29/2022"
"4T1K31AK0NU596180","06/29/2022"
"4T1K31AK8NU596203","06/29/2022"
"4T1K31AK7NU596208","06/29/2022"
"4T1K31AK1NU596219","06/29/2022"
"4T1K31AKXNU596221","06/29/2022"
"4T1K31AK4NU596229","06/29/2022"
"4T1K31AK6NU596233","06/29/2022"
"4T1K31AKXNU596235","06/29/2022"
"4T1K31AK1NU596236","06/29/2022"
"4T1K31AK9NU596257","06/29/2022"
"4T1K31AK7NU596290","06/29/2022"
"4T1K31AK2NU596293","06/29/2022"
"4T1K31AK4NU596294","06/29/2022"
"4T1K31AKXNU596297","06/29/2022"
"4T1K31AK7NU596306","06/29/2022"
"4T1K31AK9NU596307","06/29/2022"
"4T1K31AK3NU596318","06/29/2022"
"4T1K31AK6NU596331","06/29/2022"
"4T1K31AK1NU596334","06/29/2022"
"4T1K31AK1NU596348","06/29/2022"
"4T1K31AKXNU596350","06/29/2022"
"4T1K31AK1NU596351","06/29/2022"
"4T1K31AK7NU596354","06/29/2022"
"4T1K31AK1NU596382","06/29/2022"
"4T1K31AK3NU596402","06/29/2022"
"4T1K31AK1NU596446","06/29/2022"
"4T1K31AK3NU596450","06/29/2022"
"4T1K31AK3NU596514","06/30/2022"
"4T1K31AK2NU596522","06/30/2022"
"4T1K31AK6NU596524","06/30/2022"
"4T1K31AK0NU596535","06/30/2022"
"4T1K31AK2NU596570","06/30/2022"
"4T1K31AK5NU596580","06/30/2022"
"4T1K31AK2NU596584","06/30/2022"
