"VIN","FirstSeen"
"4T1F31AK2NU596120","06/29/2022"
"4T1F31AKXNU596124","06/29/2022"
"4T1F31AK0NU596133","06/29/2022"
"4T1F31AK5NU596144","06/29/2022"
"4T1F31AK7NU596145","06/29/2022"
"4T1F31AK9NU596163","06/29/2022"
"4T1F31AK3NU596174","06/29/2022"
"4T1F31AK8NU596185","06/29/2022"
"4T1F31AK8NU596199","06/29/2022"
"4T1F31AK4NU596202","06/29/2022"
"4T1F31AK3NU596210","06/29/2022"
"4T1F31AK5NU596211","06/29/2022"
"4T1F31AK8NU596218","06/29/2022"
"4T1F31AK1NU596223","06/29/2022"
"4T1F31AK0NU596231","06/29/2022"
"4T1F31AK1NU596237","06/29/2022"
"4T1F31AK1NU596240","06/29/2022"
"4T1F31AK6NU596248","06/29/2022"
"4T1F31AK8NU596252","06/29/2022"
"4T1F31AK9NU596258","06/29/2022"
"4T1F31AK4NU596264","06/29/2022"
"4T1F31AK8NU596266","06/29/2022"
"4T1F31AK1NU596268","06/29/2022"
"4T1F31AK4NU596278","06/29/2022"
"4T1F31AK3NU596322","06/29/2022"
"4T1F31AK5NU596337","06/29/2022"
"4T1F31AK5NU596340","06/29/2022"
"4T1F31AK6NU596346","06/29/2022"
"4T1F31AK8NU596347","06/29/2022"
"4T1F31AK2NU596358","06/29/2022"
"4T1F31AK4NU596362","06/29/2022"
"4T1F31AK6NU596363","06/29/2022"
"4T1F31AK9NU596373","06/29/2022"
"4T1F31AK6NU596380","06/29/2022"
"4T1F31AK5NU596385","06/29/2022"
"4T1F31AK2NU596392","06/29/2022"
"4T1F31AK8NU596395","06/29/2022"
"4T1F31AK5NU596399","06/29/2022"
"4T1F31AK8NU596400","06/30/2022"
"4T1F31AK2NU596408","06/29/2022"
"4T1F31AK0NU596424","06/29/2022"
"4T1F31AK6NU596430","06/30/2022"
"4T1F31AK5NU596435","06/30/2022"
"4T1F31AK2NU596442","06/30/2022"
"4T1F31AK5NU596449","06/30/2022"
"4T1F31AKXNU596463","06/30/2022"
"4T1F31AK5NU596466","06/30/2022"
"4T1F31AK9NU596468","06/30/2022"
"4T1F31AKXNU596477","06/30/2022"
"4T1F31AK5NU596483","06/30/2022"
"4T1F31AK2NU596487","06/30/2022"
"4T1F31AK6NU596489","06/30/2022"
"4T1F31AK7NU596520","06/30/2022"
"4T1F31AK2NU596523","06/30/2022"
"4T1F31AKXNU596527","06/30/2022"
"4T1F31AK7NU596534","06/30/2022"
"4T1F31AK0NU596536","06/30/2022"
"4T1F31AK6NU596542","06/30/2022"
"4T1F31AK1NU596559","06/30/2022"
"4T1F31AK8NU596560","06/30/2022"
"4T1F31AK1NU596562","06/30/2022"
"4T1F31AK4NU596569","06/30/2022"
"4T1F31AK4NU596572","06/30/2022"
"4T1F31AK8NU596574","06/30/2022"
"4T1F31AK8NU596588","06/30/2022"
"4T1F31AK1NU596593","06/30/2022"
